name,address,rating,number_of_reviews,affluence
SNACKS & RESTAURANT,"VVXC+MM2, Sylhet, Bangladesh",4.0,1.0,0.0
The Haunted House Sylhet,"11/B, 11b Kazitula Rd, Sylhet, Bangladesh",3.8,82.0,0.0
Gobinda’s Restaurant & Sweets,"VVW9+X6F, Sylhet, Bangladesh",4.1,51.0,0.0
Spicy Restaurant & Party Center,"10th Floor, City Center, Zinda Bazar Point, Sylhet 3100, Bangladesh",4.0,987.0,3.0
MAA Sarada Snacks Corner,"Karimganj, Assam 788710, India",4.8,34.0,0.0
Najim's Restaurant,"NH37, Karimganj, Assam 788710, India",5.0,1.0,0.0
Masala Bay,"North, Circuit House Rd, Karimganj, Assam 788710, India",4.1,137.0,0.0
Randhan,"Gopaljee Market, Station Rd, Karimganj, Assam 788710, India",3.8,418.0,0.0
Paradine Restaurant,"Karimganj, Assam 788710, India",3.7,26.0,0.0
Deep Restaurant,"NH37, Karimganj, Assam 788710, India",5.0,1.0,0.0
Siya Ram Fast Food,"Station Rd, Karimganj, Assam 788710, India",4.2,10.0,0.0
আহার,"Shiv Bari Rd, Karimganj, Assam 788710, India",4.2,6.0,0.0
Tasty To Go,"V989+M2H, Karimganj, Assam 788710, India",5.0,2.0,0.0
"Radha Restaurant,","V989+W5J, Karimganj, Assam 788710, India",3.8,27.0,0.0
Mogambo cafe and restaurant,"Settlement road, Karimganj, Assam 788710, India",4.0,8.0,0.0
Chill Out,"Station Rd, Karimganj, Assam 788710, India",2.7,3.0,0.0
Take EAT Easy,"Dak Bunglow Rd, Karimganj, Assam 788710, India",5.0,2.0,0.0
Foodies World,"V989+F49, Karimganj, Assam 788710, India",3.8,4.0,0.0
Small restaurant,"Dak Bunglow Rd, Karimganj, Assam 788710, India",0.0,0.0,0.0
Kasturi fast Food Center,"NH8, Karimganj, Assam 788710, India",3.9,7.0,0.0
Rajees Fast Food,"Thana Rd, Karimganj, Assam 788710, India",0.0,0.0,0.0
Min2eat Karimganj,"Bridge road, opposite Congress Office, Karimganj, Assam 788710, India",4.4,8.0,0.0
Sanjukta Sweets,"Station Rd, Karimganj, Assam 788710, India",3.9,16.0,0.0
Puja Hotel & restaurant,"Das Patty Rd, charbazar, Karimganj, Assam 788710, India",3.9,12.0,1.0
চপ-পকোড়া সপ,"Main Road, Karimganj, Assam 788710, India",3.5,2.0,0.0
MAA Sarada Snacks Corner,"near Ghat Line, Karimganj, Assam 788710, India",0.0,0.0,0.0
Bishal Fast Food Centre,"Thana Rd, Karimganj, Assam 788710, India",3.8,110.0,0.0
ফয়জুর রহমান ষ্টোর,"Zakiganj-Sylhet Rd, Zakiganj, Bangladesh",0.0,0.0,0.0
Montu Tea Stall,"Bridge Rd Number 2, Karimganj, Assam 788710, India",4.0,4.0,0.0
Hotel Bangali,"NH8, Karimganj, Assam 788710, India",4.0,2.0,0.0
Deshi dhaba spl,"Daspatty, Karimganj, Assam 788710, India",5.0,2.0,0.0
CHATAR PATARR ' Kholo Muh Ka Shutter',"Station Rd, Karimganj, Assam 788710, India",4.7,9.0,0.0
Badapav Dabeli,"V989+H3P, Karimganj, Assam 788710, India",5.0,2.0,0.0
Rowshan's Cooking,"Zakiganj 3190, Bangladesh",5.0,1.0,0.0
yumm..! A chinese restaurant,"Karimganj, Assam 788710, India",3.7,13.0,0.0
Vishu's sweet shop,"Lokkhi Bazar Rd, Karnamadhu Pt II, Assam 788710, India",0.0,0.0,0.0
Up Bhandar Station Road Karimganj,"Station Rd, Karimganj, Assam 788710, India",4.5,2.0,0.0
Kamal Sweet,"Karimganj - Sylhet Rd, Banamali Pt I, Assam 788710, India",4.2,5.0,0.0
Anandamoyee Mistanna Bhandar,"V969+QJQ, Karimganj, Assam 788710, India",4.0,8.0,0.0
Sayantan mistano bandhar,"Bipin Paul Rd, Karimganj, Assam 788710, India",4.0,1.0,0.0
Bondol da Fast Food,"Main Road, near Union Bank, Karimganj, Assam 788710, India",0.0,0.0,0.0
Red Chilli,"Dak Bunglow Rd, Karimganj, Assam 788710, India",3.5,103.0,2.0
Phonida Tea Stall,"V9C6+FG8, Karimganj, Assam 788710, India",5.0,1.0,0.0
Karimganj Raj Tea Shop,"V975+XMG, Karimganj, Assam 788710, India",3.0,5.0,0.0
Pakghar,"Bipin Paul Rd, Karimganj, Assam 788711, India",4.6,8.0,0.0
Chill Grill Restaurant,"Old Station Rd, Karimganj, Assam 788710, India",3.4,33.0,0.0
OLICHA HOTEL AND RESTAURANT,"Silchar Road 1st floor of Induslnd Bank, Karimganj, Assam 788710, India",3.4,96.0,0.0
Jfvksc nsx,"V97C+PQJ, Karimganj, Assam 788710, India",1.0,1.0,0.0
lucky hotel ( 1),"মুক্তিযোদ্ধা চত্বর, Zakiganj, Bangladesh",3.8,5.0,0.0
Snooker Club,"V97C+M99, Karimganj, Assam 788710, India",3.2,9.0,0.0
Mayuri hotel,"vishal, Station Rd, Karimganj, Assam 788710, India",4.4,7.0,0.0
Momo Plaza,"NH37, Karimganj, Assam 788710, India",3.7,3.0,0.0
Hotel Sonakshi dx,"Shiv Bari Rd, Karimganj, Assam 788710, India",3.7,1084.0,2.0
Sajaler Dukan,"V988+RRW, Karimganj, Assam 788710, India",0.0,0.0,0.0
NontuNayan Dog Pan Shop,"Azad Sagar Rd, Karimganj, Assam 788710, India",0.0,0.0,0.0
Rajmahal,"Upazila-Kechri-Bazar Bypass, Zakiganj, Bangladesh",3.8,20.0,0.0
China Town,"V988+XQG, Karimganj, Assam 788710, India",3.5,223.0,1.0
Baburchi,"R250, Zakiganj, Bangladesh",0.0,0.0,0.0
Ahar Hotel,"Shiv Bari Rd, Karimganj, Assam 788710, India",3.3,52.0,0.0
Corner Cafe,"V9C5+HQ6, Karimganj, Assam 788710, India",3.3,132.0,0.0
Hotel City View,"Main Road, opp. Congress Office, Karimganj, Assam 788710, India",3.8,5.0,0.0
Mamoni Hotel,"Circuit House Rd, Karimganj, Assam 788710, India",3.2,34.0,0.0
Ahar Hotel And Aheli Restaurant,"Shiv Bari Rd, Near Shib Mandir, Karimganj, Assam 788710, India",3.6,250.0,0.0
Kasturi Passport Centres,"Station Rd, Karimganj, Assam 788710, India",5.0,1.0,0.0
চড়ুইভাতি,"Gaurnadi Main Road, Gaurnadi, Bangladesh",4.9,9.0,0.0
Tin Bela Chinese Restaurant,"Gaurnadi Upazila, Gournadi, Bangladesh",3.8,122.0,0.0
BFC (Bismillah Farid Chicken),"Bhanga-Barisal Hwy, Gaurnadi, Bangladesh",5.0,2.0,0.0
Bismillah Restaurant,"Dhaka - Barisal Maha Sarak, Gournadi, Barisal 8230, Bangladesh",3.8,65.0,1.0
Sinha mini chinese and restora,"Gaurnadi Upazila, Gournadi, Bangladesh",3.4,7.0,0.0
বারেক হোটেল,"Bhuiyan Bari, Golabari, গৌরনদী, Bangladesh",0.0,0.0,0.0
হাওলাদার অটো,"Gournadi Teletalk Tower, Gaurnadi Main Road, Gaurnadi, Bangladesh",0.0,0.0,0.0
তিনবেলা বাংলা ও চাইনিজ রেস্তোরাঁ,"1 Gournadi Thana Rd, Gaurnadi, Bangladesh",0.0,0.0,0.0
ঝালমুড়ি পয়েন্ট,"X6FJ+77R, Gournadi, Bangladesh",5.0,2.0,0.0
Masha Allah baker's cake & pastry shop,"Bhanga-Barisal Hwy, Gaurnadi, Bangladesh",5.0,1.0,0.0
বেস্ট ফাস্টফুড,"Gournadi Rd, Gaurnadi, Bangladesh",0.0,0.0,0.0
Hot Gril,"X6C9+QMQ, Gournadi, Bangladesh",5.0,1.0,0.0
Matbar Hotel Restaurant,"X6FC+4WX, Gournadi, Bangladesh",3.8,19.0,0.0
tanzia cosmetics & department store,"Khanjapur, গৌরনদী, Bangladesh",0.0,0.0,0.0
জালাল হোটেল,"sadar road, Gaurnadi, Bangladesh",5.0,2.0,0.0
শ্রী গুরু মিষ্টান্ন ভান্ডার,"Gournadi Bondor Market, Gaurnadi, Bangladesh",4.7,6.0,0.0
Tutul Store,"Unnamed Road, Bangladesh",2.9,8.0,0.0
Laa Eatery Restaurant - লা ইটারি মোহাম্মদপুর,"15/2 Tajmahal Rd, Dhaka 1207, Bangladesh",4.1,267.0,0.0
Belly-Full Restaurant,"Ward-44, Dhaka, Bangladesh",4.1,49.0,0.0
Mexican Kitchen,"Shamoly Square, Ring Rd, Dhaka 1207, Bangladesh",3.8,150.0,0.0
RedBrick PizZeria,"House 23 Block: F, ঢাকা 1207, Bangladesh",4.4,67.0,0.0
Pure Bangla Restaurant,"Q995+G92, Dhaka, Bangladesh",4.0,28.0,0.0
The Pabulum Mohammadpur - দ্য প্যাবুলাম মোহাম্মদপুর,"25, 3 Tajmahal Rd, Dhaka, Bangladesh",4.3,1081.0,0.0
Mirchi Restaurant and Catering Service,"33 Tajmahal Rd, Dhaka 1207, Bangladesh",4.3,127.0,0.0
New Kolapata Restaurant,"Kamal Soroni Road, Dhaka, Bangladesh",4.1,1937.0,2.0
The Stubborn Goat,"House No. 05, Road No. 27 (Old, MIDAS Center, Rd No. 27, ঢাকা 1209, Bangladesh",4.1,570.0,3.0
Arabian Nights Restaurant,"22/14 Block C, Tajmahal Rd, Dhaka 1207, Bangladesh",4.0,1359.0,2.0
Bismillah Food Fantasy,"Paka Masjid, Kamal Soroni Rd, ঢাকা, Bangladesh",3.9,173.0,0.0
KLUB MIX,"3rd, floor, Z-20, Mohammadpur তাজমহল রোড, ঢাকা 1207, Bangladesh",4.3,114.0,0.0
Qureshi Kabab n' Restaurant,"1, 9 Nurjahan Rd, Dhaka 1207, Bangladesh",4.1,568.0,2.0
Smile Food Corner,"House No. 24, Road#8, Ground Floor, Block Kha, PC Culture Housing, Sekhertek, Mohammdpur, Adabar, Dhaka 1207, Bangladesh",4.2,1693.0,2.0
Xenial Restaurant,"House no: 88, 365 রোড নং ২৭, Dhaka 1209, Bangladesh",4.0,1334.0,2.0
Fuu Restaurant - ফুঁ রেস্টুরেন্ট,"26 Rd No. 12, Dhaka 1207, Bangladesh",4.2,424.0,0.0
Chayaneer Kabab & Restaurent,"Sher-E-Bangla Road, Dhaka, Bangladesh",4.2,50.0,0.0
UniCafe Restaurant & Fun,"Probal Tower (Level-3 45 Probal Housing, Ring Rd, Dhaka 1207, Bangladesh",4.3,278.0,2.0
Ontorongo Hotel And Restaurant,"Adabor Main Rd, Dhaka 1216, Bangladesh",4.1,17.0,0.0
Lazio,"12 Iqbal Road, Dhaka 1205, Bangladesh",4.1,47.0,0.0
Grand Prince Thai & Chinese Restaurant,"Nobi Tower, 30 Ring Rd, Dhaka 1207, Bangladesh",4.1,2314.0,2.0
OMG,"60 ft, Kamal Soroni Rd, ঢাকা, Bangladesh",4.0,419.0,2.0
BD Restaurant,"12 Azam Rd, Dhaka 1207, Bangladesh",0.0,0.0,0.0
Suleman Restaurant & Kabab,"near science museum, 57 W Agargaon, Dhaka, Bangladesh",3.9,211.0,0.0
Meghna Foods & Restaurants,"Q9F8+H4G, Dhaka, Bangladesh",5.0,1.0,0.0
Chader Bari Rooftop Restaurant,"239/3 middle Pirerbag , pabna goli, Kamal Soroni Rd, ঢাকা, Bangladesh",4.1,424.0,2.0
Kancha Longka Restaurant,"Shyamoli Bus Stand, Mirpur Road, Dhaka 1207, Bangladesh",3.8,258.0,2.0
Hungry Habibi Restaurant,"396 Pirerbag Rd, Dhaka 1216, Bangladesh",4.1,8.0,0.0
Grand Prince Thai & Chinese Restaurant,"Plot No: 9, Block – C Tajmahal Rd, Dhaka 1207, Bangladesh",4.0,18.0,0.0
Fuu Restaurant Branch 2,"Y, 16 Rajia Sultana Rd, Dhaka 1207, Bangladesh",4.1,62.0,0.0
Nobab Hotel & Restaurant,"Hazrat A: Jalil Raha Rd, Dhaka, Bangladesh",4.0,1.0,0.0
Handi House Restaurant,"69/A, Middle Pirerbag, 60 Feet Road, Opp Paka Masjid, Mirpur, Dhaka 1216, Bangladesh",3.8,318.0,0.0
Pach Mishali Hotel & Restaurant,"1/22, Humayun Road, Juddahat Muktijudda Kalyan Trust Er Pichone, College Gate, Mohammadpur, Dhaka 1207, Bangladesh",4.1,27.0,0.0
Aslam Hotel & Restaurant,"1st Colony, Lalkhuti, Mazar Road, Mirpur, Dhaka 1216, Bangladesh",4.1,14.0,0.0
CAFE AL-BARAKAH RESTAURANT,"5/B/20,Solimullah Road West side of water Tank Field, সলিমুল্লাহ রোড, ঢাকা 1207, Bangladesh",5.0,4.0,0.0
7G Restaurant,"84 Zakir Hossain Road, Dhaka 1205, Bangladesh",5.0,2.0,0.0
Appayan Hotel & Restaurant,"1 Block #C, Dhaka 1205, Bangladesh",3.5,2.0,0.0
Boishakhi Restaurant,"Mazar Road, Gabtoli, Darussalam, Mirpur, Dhaka 1216, Bangladesh",3.8,69.0,0.0
FoodFnf Mirpur,"Q9P7+6XW, Dhaka, Bangladesh",4.0,2.0,0.0
Al-Wafi Kitchen,"Anandanagar, Tali Company Rd, ঢাকা 1216, Bangladesh",3.8,66.0,0.0
Nawab Restaurant and Caterer,"13, 1 Ed No 27, Dhaka 1205, Dhaka 1205, Bangladesh",3.7,73.0,0.0
Mahboob Restaurant,"Q995+HG6, Dhaka, Bangladesh",0.0,0.0,0.0
Shyamoli Hotel & Restaurant,"Plot No: 2, Khilji Rd, Dhaka 1207, Bangladesh",3.9,29.0,0.0
Kamal Biryani House,"S.P.G.R.C Road, Dhaka 1207, Bangladesh",4.1,3349.0,1.0
Sat Sotero Restaurant,"Pirerbag, Dhaka, Bangladesh",3.8,488.0,2.0
New Nahar Hotel And Restaurant,"6/A/1, Block - F, Kancha Bazar, Krishi Market, Mohammadpur, Dhaka 1207, Bangladesh",4.0,1023.0,1.0
Bismillah Hotel & Restaurant,"Gabtoli, Dhaka 1216, Bangladesh",3.9,19.0,0.0
Jhal Restaurant ঝাল রেস্টুরেন্ট,"Ring Rd, Dhaka, Bangladesh",3.7,69.0,0.0
OSHTO BENJON OVIJAT RESTAURANT,"2/KA, Hazi Dilgoni Market, Mohammadpur, Bus stand, ঢাকা, Bangladesh",3.3,3.0,0.0
Faria Hotel and Restaurent,"Mazar Rd, Dhaka, Bangladesh",5.0,1.0,0.0
Arif Restaurant (আরিফ রেস্টুরেন্ট),"Tajmahal Rd, Dhaka, Bangladesh",3.5,2.0,0.0
Mostakim Varieties Kabab & Soup,"H.No 4 ক্যাম্পের বাজার (বিহারী ক্যাম্প )শাহজাহান রোড, মোহাম্মদপুর, ঢাকা ক্যাম্পের বাজার, মোহাম্মদপুর সরকারি উচ্চ বিদ্যালয় এর বিপরীতে। ক্যাম্পের বাজার (বিহারী ক্যাম্প, রেসিডেনসিয়াল মডেল কলেজের, Dhaka 1207, Bangladesh",3.8,4860.0,1.0
Rahmania Hotel & Restaurant,"New 35/13, Old 89/1, Nadha Paik Para, Mirpur, Dhaka 1216, Bangladesh",3.8,560.0,1.0
Nova Blue birds Restaurant & Party Center,"House H-94/Gha/8, Islam Market, New Bochila Road, Mohammadpur, Dhaka, Bangladesh",3.8,51.0,2.0
Food Lover Cafe & Restaurant,"39/1 Bardhanbari, Darussalam, Mirpur-1 Dhaka-1216 Dhaka, গাবতলী 1216, Bangladesh",5.0,2.0,0.0
Pigeon Restaurant,"Mirpur Rd, Dhaka, Bangladesh",0.0,0.0,0.0
Alif Restaurant,"3 Mirpur Rd, Dhaka 1207, Bangladesh",3.8,164.0,2.0
Muslim Hotel and Restaurant,"02 Kallyanpur Main Rd, Dhaka 1207, Bangladesh",3.8,271.0,0.0
Deshiyana Cafe & Restaurant,"২৪৮/১-সি-১(২য় তলা),৬০ফিট রোড (গ্লোবাল স্কুল এন্ড কলেজের পাশে),শেরে-ই-বাংলা নগর,ঢাকা-১২০৭।, Dhaka, ঢাকা, Bangladesh",5.0,1.0,0.0
Robot Restaurant Bangladesh,"Family world tower, 2/6, Mirpur road, Asad gate, Dhaka 1207, Bangladesh",3.6,250.0,0.0
"মায়ের দোয়া হোটেল, রাশেদ , সোয়াব মিয়া","VF74+R8G, Dhaka 1230, Bangladesh",4.3,4.0,0.0
Chayadip restaurant and cafe,"Termukh Rayerdia Link Rd, Dhaka 1720, Bangladesh",4.1,195.0,2.0
Tanim Restaurant,"VF74+578, Dhaka 1230, Bangladesh",0.0,0.0,0.0
Amir's food,"VC6H+9VV, Dhaka 1230, Bangladesh",4.0,15.0,0.0
Khan Restaurant @ Biriyanee House,"VCHH+XJC, Dhaka 1230, Bangladesh",0.0,0.0,0.0
Swapna Neer Restaurant,"Termukh Rayerdia Link Rd, Dhaka, Bangladesh",4.5,4.0,0.0
চিকেন মুড়ি ঘর,"VCQH+2VH, Dhaka 1230, Bangladesh",4.5,2.0,0.0
Green House Food Corner,"Unnamed Road, Dhaka 1230, Bangladesh",4.8,18.0,0.0
চাপ প্লেস,"VCJH+4P3, Dhaka 1230, Bangladesh",4.1,12.0,0.0
অপূর্ব বন্ধু রেস্তোরাঁ - APURBO BONDHU RESTAURANT,"VCJM+8XJ, Dhaka 1230, Bangladesh",0.0,0.0,0.0
Jalkutir Cafe & Restaurant,"Termukh Bridge, Termukh Rayerdia Link Rd, Bangladesh",3.7,23.0,0.0
Republic Restaurant,"House:-225 Monir Tower, Shaha Kabir Mazar Road ,Azampur, Uttara Azampur, Uttara,Dhaka, ঢাকা 1230, Bangladesh",5.0,1.0,0.0
Royal kitchen,"Dhaka Division, Dhaka 1230, Bangladesh",0.0,0.0,0.0
Adda Restaurant,"VC5G+G8P, Dhaka 1230, Bangladesh",4.2,23.0,0.0
Chomok Restaurant,"Shahid Latif Road, Dhaka 1230, Bangladesh",3.5,54.0,0.0
Sultan Suleiman Restaurant,"69 Shah Makhdum Ave, Dhaka 1230, Bangladesh",4.0,249.0,2.0
Shohoz Food Uttara,"House#5, Road#7/A, Sector#3, Dhaka, ঢাকা 1230, Bangladesh",4.9,32.0,0.0
Lake Terrace,"House # 25/E, Lake Dr Rd, Dhaka 1230, Bangladesh",4.0,2868.0,3.0
Restaurante La Langosta,"House-50, Road-1 Jashimuddin Ave, Dhaka 1230, Bangladesh",4.5,15.0,0.0
Chefs Cuisine,"2 Gareeb-e-Nawaz Ave, Dhaka 1230, Bangladesh",4.0,51.0,0.0
SAO 26,"House 61, Sector 14, Road 02 Dhaka, Dhaka 1230, Bangladesh",4.4,0.0,2.0
New Metro City Restaurant and Party Center,"Avenue 9, Dhaka 1230, Bangladesh",4.1,20.0,0.0
Alfresco Uttara,"Gausul Azam Ave, Dhaka 1230, Bangladesh",4.1,1379.0,2.0
Zafran Restaurant,"11 Rd No 10, Dhaka 1230, Bangladesh",4.1,1567.0,2.0
Khana's Uttara,"24 Rd No 10B, Dhaka 1230, Bangladesh",4.2,553.0,0.0
The Forestty Roof Top Restaurant,"33 Shah Makhdum Ave, Dhaka 1230, Bangladesh",4.4,98.0,0.0
Kitchen Touch,"House 13 Gausul Azam Ave, Dhaka 1230, Bangladesh",4.7,10.0,0.0
东北烧烤 UTTARA店,"Gareeb-e-Nawaz Ave Sector,13 House, 30 Floor,9th Road,Gareeb-e-Nawaz Ave(肯德基西十字路口南260米)01758866666 DHAKA, Dhaka 1230, Bangladesh",4.2,58.0,0.0
Vojon Puri - ভোজন পুরী,"House 10 (Rahbar Garden) Near Shaheed School, Kamarpara, Thana Rd, ঢাকা 1230, Bangladesh",4.4,60.0,0.0
Madchef Uttara,"4th Floor, Jewel Tower, House No, 34 Gareeb-e-Nawaz Ave, Dhaka 1230, Bangladesh",4.1,1552.0,2.0
Cafe. Central Jail,"KFC Building, Plot-6, 3rd Floor, Road-2, Sector -3, Uttara (Next to Aarong &, RAK Tower, জসীমউদ্দিন সরনী, ঢাকা 1230, Bangladesh",3.9,370.0,0.0
Sea Shell Restaurant,"House # 113/B, Road # 7, Sector # 04 ঢাকা, ঢাকা 1230, Bangladesh",4.7,19.0,0.0
Pizzagiri,"House-61, Road-2, Dhaka 1230, Bangladesh",3.8,23.0,0.0
BIOSCOPE RESTAURANT,"Sec-15 , Block-C, Road -2B, Plot -1, Diyabari,Turag, Dhaka 1230 Dhaka, ঢাকা 1230, Bangladesh",4.2,35.0,0.0
LAKEPOINT Cafe & Restaurant,"House 61 Rd # 02, Dhaka 1215, Bangladesh",4.2,33.0,0.0
The Mesquite Grill,"House 25, Rabindra Sarani, Maroon - House of Attire, Road, Dhaka 1230, Bangladesh",4.0,623.0,2.0
HangOut Cafe,"51 Shah Makhdum Ave, Dhaka 1230, Bangladesh",4.7,21.0,0.0
Lake View Restaurant,"House No. 14 Road No. 5/A, ঢাকা 1230, Bangladesh",4.0,134.0,0.0
Love Leen Cafe & Restaurant,"51 Shah Makhdum Ave, Dhaka 1230, Bangladesh",4.2,232.0,0.0
Pavilion Restaurant & Cafe,"17 Sonargaon Janapath, Dhaka 1230, Bangladesh",3.8,365.0,2.0
Soi 71 Restaurant,"V9FR+MJ6, Dhaka 1230, Bangladesh",3.9,31.0,0.0
Canvas cafe and restaurant,"House No. 21, Road No: 1, ঢাকা 1230, Bangladesh",4.2,52.0,0.0
The Laham Restaurant & Cafe,"House-60, Road Sonargaon Janapath, Dhaka 1230, Bangladesh",4.0,67.0,0.0
Royal Cuisine Restaurant,"House#32/D/E, NatoreTower, (14thFloor, Road#3 Sector#3, Dhaka 1230, Bangladesh",3.8,2498.0,2.0
Food Palace's Cafe And Restaurant,"4th floor, Shonim Tower, House-55,Road Shah Makhdum Ave, Dhaka 1230, Bangladesh",4.0,191.0,0.0
Kingfisher Restaurant,"39 Gareeb-e-Nawaz Ave, Dhaka 1230, Bangladesh",4.2,1646.0,0.0
RFC Restaurant,"Jashimuddin Rd, Dhaka, Bangladesh",4.4,29.0,0.0
Rendezvous Restaurant,"House # 30 Avenue 9, Dhaka 1230, Bangladesh",4.1,42.0,0.0
Dawat Cafe & Restaurant,"Sector-13, Dhaka 1230, Bangladesh",4.1,133.0,2.0
Boishakhi Restaurant,"কামার পাড়া , ব্লক-সি,তুরাগ,Kamarpara.Block-C. Turag Thana Road, Dhaka 1230, Bangladesh",4.1,92.0,1.0
Uttara Restaurant,"V9GH+8QG, Dhaka 1230, Bangladesh",3.0,2.0,0.0
Mejbani Khana,"V98V+JGW, Dhaka 1230, Bangladesh",4.1,1410.0,0.0
Ocaso Skyscape,"Road No: 16, Sonargaon Janapath Road Sector: 9, ঢাকা 1230, Bangladesh",4.0,353.0,0.0
Sumo Sushi Restaurant,"Sector # 13 Plot# 18 Road#, গাউসুল আজম সরণি, ঢাকা 1230, Bangladesh",3.9,188.0,0.0
Kacchi Bhai - Uttara,"Sector 11, Dhaka 1230, Bangladesh",4.0,3052.0,0.0
Muslim Restaurant and Mini Chinese,"Gareeb-e-Nawaz Ave, Dhaka 1230, Bangladesh",4.0,630.0,2.0
Old Town Restaurant,"House 03 Rd No 14, Dhaka 1230, Bangladesh",4.0,4.0,0.0
Bismillah Restaurant And Kebab House,"Sector 14, Hs-40, Rd-19, Uttara, Dhaka 1230, Bangladesh",4.0,31.0,0.0
Garden House Restaurant,"Avenue 2 Diyabari (Metro Rail Station 1 ঢাকা, Dhaka 1230, Bangladesh",4.3,16.0,0.0
Hobnob Coffee,"55 Gausul Azam Ave, Dhaka 1230, Bangladesh",4.3,1732.0,2.0
The City Restaurant,"Shah Makhdum Ave, Dhaka 1230, Bangladesh",3.8,246.0,0.0
Rajmahal Hotel & Restaurant,"Bamnartek Rd, Dhaka 1230, Bangladesh",4.0,1.0,0.0
Uttara Rasna Bilas Restaurant,"8 No, Gausul Azam Avenue, Sector-13, Uttara, Dhaka 1230, Bangladesh",4.0,12.0,0.0
Khadim Restaurant and Kabab Ghore,"Road-11, Dhaka 1230, Bangladesh",0.0,0.0,0.0
Hacha e Moja Restaurant,"Joynal Market Railgate, ঢাকা 1230, Bangladesh",2.7,3.0,0.0
Terrace View Restaurant,"House - 6 Lake Dr Rd, Dhaka 1230, Bangladesh",3.8,367.0,2.0
Vojon Roshik Hotel and Restaurants ভোজন রসিক হোটেল এন্ড রেস্টুরেন্ট,"Gareeb-e-Nawaz Ave, Dhaka 1230, Bangladesh",5.0,1.0,0.0
Silver Bell,"V98C+V7R, Dhaka 1230, Bangladesh",4.0,2.0,0.0
Apon Restaurant,"Dhaka Division, Dhaka 1230, Bangladesh",4.0,7.0,0.0
Uttara New York Food,"Pakuria Road, Dhaka 1230, Bangladesh",5.0,2.0,0.0
Cafe Family Restaurant,"House 7, Road, 15 রবীন্দ্র সরণী, ঢাকা 1230, Bangladesh",4.4,9.0,0.0
"New VIP Restaurant, Dhaka.","Sector 3, Dhaka 1230, Bangladesh",3.8,118.0,0.0
Rajkonna Commununity Center & Restaurant,"V9RM+J48, Dhaka 1230, Bangladesh",3.7,16.0,0.0
Crush Station,"House 16, 13 Shah Makhdum Ave, Dhaka 1230, Bangladesh",3.8,355.0,0.0
Am to Pm Restaurant,"SECTOR 9, ROAD 6, HOUSE 74, ঢাকা 1230, Bangladesh",3.3,3.0,0.0
Bhooter Bari Restaurant,"32/34/Ka, Lalbagh Road, (Oposite, ঢাকা 1211, Bangladesh",4.0,1931.0,2.0
Pafin Chinese Restaurant,"Lalbagh Rd, Dhaka, Bangladesh",4.0,328.0,2.0
The Red Keep,"16 Lalbagh Rd, Dhaka 1211, Bangladesh",4.3,86.0,0.0
Dark House Restaurant,"32, 34 ka Lalbagh Rd, Dhaka 1211, Bangladesh",3.9,108.0,0.0
Green Leaf Restaurant,"32/34/1, kha, Lalbagh Road, Dhaka-1211 Dhaka, ঢাকা 1211, Bangladesh",3.9,57.0,0.0
Gopinath Bhojonaloy,"Tanti Bazar, Dhaka 1100, Bangladesh",5.0,2.0,0.0
Royal Castle,"50 Lalbagh Rd, Dhaka 1211, Bangladesh",4.0,1149.0,2.0
Kella Kebab & Restaurant,"43, 1 Lalbagh Rd, Dhaka 1211, Bangladesh",3.8,393.0,2.0
Blue Hill Thai & Chinese Restaurant,"110 Haji Osman Gani Rd, Dhaka 1000, Bangladesh",4.2,56.0,0.0
Doraemon Restaurant,"32 Lalbagh Rd, Dhaka 1211, Bangladesh",5.0,1.0,0.0
Bashori Restaurant,"Mona Trade Center, ঢাকা 1310, Bangladesh",3.5,21.0,0.0
Coffee Coockers7 Restaurant,"TCB Bhaban, ঢাকা, Bangladesh",4.5,13.0,0.0
Al-Karim Hotel and restaurant,"Telghat Rd, Keraniganj, Bangladesh",4.0,3.0,0.0
Sikder Hotel & Restaurant,"18 Isshar Chandra Shil Bahadur Street, Dhaka 1100, Bangladesh",4.0,2.0,0.0
Melting Pot,"Shimanto Shomvar Level#9, Shop#10, Dhaka 1205, Bangladesh",4.1,147.0,0.0
Green House Restaurant And Convention Hall,"Address: 25, Elephant Road (Beside Eastern Mollika Shopping Complex) Dhaka, Bangladesh, ঢাকা 1205, Bangladesh",4.3,796.0,0.0
"Elements Restaurant, InterContinental Dhaka","1 Minto Rd, Dhaka, Bangladesh",4.6,462.0,0.0
Tony Roma's,"754/B, 2nd Floor, Satmasjid Road, 12/A Dhanmondi Residential Area, ঢাকা 1205, Bangladesh",4.4,994.0,0.0
Jajumang Restaurant,"178,East Tejturi Bazar 1215, Dhaka 1215, Bangladesh",4.7,15.0,0.0
Paprika Restaurant,"House No 55, Road No 4A, Saatmasjid Road, Dhanmondi, Dhaka 1209, Bangladesh",4.1,783.0,2.0
Sizzlers,"New Market Inside Rd, Dhaka 1205, Bangladesh",4.0,318.0,2.0
Shakib's 75 Restaurant,"Ruapyan ZR Plaza, Level 9, Satmasjid Road, Road 9/A, House 46 Dhaka, ঢাকা 1209, Bangladesh",4.3,342.0,0.0
Adda Restaurant,"House#8,Road#4, Dhaka 1209, Bangladesh",4.0,1935.0,2.0
